Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,122.51,28.6,256.59,92.01,17.69,19.23,19.23,37.73,5.26,4.72,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,4.94,0.0,0.0,1.98,0.49,52.52
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,218.64,15.84,480.21,279.41,38.05,13.62,10.04,36.42,3.24,2.66,4.11,0.93,11.16,78.54,3.82,57.25,9.24,74.11,4.76,0.0,0.0,4.67,0.0,56.96
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,120.0,47.15,270.01,84.77,24.5,28.9,28.9,13.48,2.52,0.36,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,10.57,-0.43,0.19,0.1,0.0,57.45
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,70.5,38.58,112.16,75.39,19.62,26.02,30.64,12.87,1.36,0.07,11.21,0.0,13.08,-2.28,2.68,0.48,2.12,0.0,11.11,-0.04,-0.01,0.0,0.0,58.89
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,73.95,45.41,127.34,78.14,12.86,16.46,13.15,15.08,2.66,,11.68,0.32,18.36,24.85,0.83,16.1,5.58,18.78,9.01,0.0,0.0,1.22,0.0,52.47
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,148.7,43.84,300.29,138.05,29.53,21.39,21.99,9.92,1.94,0.21,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,24.12,-0.48,-0.21,0.01,1.01,68.73
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,54.74,53.38,342.73,52.43,8.54,16.29,9.09,68.01,6.91,1.43,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,2.86,0.0,0.0,0.5,0.0,55.78
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,562.0,49.35,694.8,239.64,35.66,14.88,14.88,31.06,5.77,0.62,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.09,0.0,0.0,0.0,0.18,51.05
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,119.35,43.26,330.2,108.21,33.32,30.79,11.49,12.92,7.61,0.07,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,11.17,0.0,0.0,0.0,0.0,68.41
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,790.25,31.82,4366.98,1411.09,282.35,20.01,20.01,20.03,2.51,0.65,10.29,0.03,13.44,736.02,19.57,376.94,122.76,32.64,6.99,0.36,-0.48,0.22,0.52,52.56
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,447.5,56.58,155.76,96.93,27.5,28.37,28.79,16.0,2.9,0.4,10.0,0.34,19.99,3.26,1.28,18.24,4.98,0.0,9.19,0.0,0.0,1.16,0.04,56.6
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,78.0,36.61,194.84,420.75,77.19,18.35,18.35,4.63,1.09,0.09,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,18.26,0.08,0.0,2.76,0.0,64.22
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,314.8,41.24,2252.07,1423.03,513.97,36.12,33.7,38.41,4.51,0.93,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.68,-0.04,-0.99,5.97,0.0,56.21
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,215.2,37.47,543.69,417.47,84.91,20.34,21.3,10.0,1.75,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.0,16.38,-0.75,0.11,0.84,0.0,57.79
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,87.35,48.18,382.02,98.56,21.94,22.26,20.29,25.95,5.08,0.89,9.71,0.21,19.89,20.5,1.27,26.86,16.54,29.84,5.67,0.0,0.0,0.74,0.12,53.59
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1395.7,49.08,2319.8,1240.35,189.2,15.25,14.95,16.34,1.98,-1.24,8.99,0.08,11.09,894.53,18.46,483.4,120.28,298.62,8.11,-0.38,0.11,0.47,0.03,53.94
Blue Cloud Soft.,539607.0,,INE373T01047,IT - Software,Software Products,18.6,50.4,1400.75,908.0,94.7,10.43,8.84,22.8,8.87,,16.28,0.55,44.47,145.82,1.06,233.49,63.48,0.28,5.87,0.0,0.0,0.98,0.0,51.05
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,437.45,51.02,7588.23,1053.1,362.8,34.45,36.67,25.86,6.03,1.43,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,5.38,-0.14,-0.25,0.05,0.28,57.45
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,911.5,49.92,4991.52,474.1,168.77,35.6,35.6,37.18,5.42,3.31,13.54,0.01,15.82,451.42,52.4,176.41,62.46,17.45,3.66,0.36,-0.75,0.04,0.35,54.7
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,411.5,45.08,698.23,137.99,57.18,41.44,36.01,16.3,3.09,0.12,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.63,-1.77,1.24,0.82,0.0,53.66
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,920.2,36.74,1926.65,660.7,146.03,22.1,22.1,14.36,2.88,0.23,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,9.71,-0.04,5.92,0.35,0.39,52.86
Clean Science,543318.0,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,754.75,44.36,8021.26,956.55,355.04,37.12,37.12,34.89,4.98,-4.34,13.58,0.0,15.31,663.01,32.56,206.42,115.74,153.72,3.83,-2.62,3.37,0.01,0.81,52.83
Concord Enviro,544315.0,CEWATER,INE037Z01029,Other Utilities,Waste Management,279.55,39.16,578.57,558.81,67.98,12.17,15.66,10.41,1.07,0.23,6.98,0.3,12.03,371.38,18.69,179.31,145.7,201.33,12.4,-3.42,1.02,2.05,0.0,57.94
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,77.34,48.45,505.57,583.01,153.78,26.38,29.29,10.73,1.19,0.4,9.36,0.58,18.41,303.28,8.11,269.01,22.75,105.25,12.22,1.03,0.0,2.71,3.91,59.08
Deepak Builders,544276.0,DBEIL,INE0OPA01019,Construction,Civil Construction,75.85,45.64,353.32,542.35,76.68,14.14,19.2,9.72,0.82,0.2,8.16,0.35,19.81,404.62,5.37,100.81,100.4,387.34,15.04,6.85,-0.07,2.02,1.32,59.13
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,102.4,46.33,228.22,159.66,26.4,16.54,12.48,16.51,,0.17,13.5,0.81,20.8,38.93,0.5,37.42,1.37,8.25,9.33,-4.31,-5.2,1.79,0.0,50.77
